ModelID,SangerModelID,COSMICID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,CCLEName
ACH-001490,SIDM00507,1322213.0,COR-L321,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,CORL321_LUNG
ACH-001496,SIDM00539,1503366.0,ESO26,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Adenocarcinoma of the Gastroesophageal Junction,ESO26_OESOPHAGUS
ACH-001497,SIDM00538,1503367.0,ESO51,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESO51_OESOPHAGUS
ACH-001498,SIDM00859,1297449.0,Farage,Lymphoid,Mature B-Cell Neoplasms,Germinal Center B-Cell Type,FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001500,SIDM01041,1503361.0,FLO-1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,FLO1_OESOPHAGUS
ACH-001517,SIDM00596,907051.0,HEC-1,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,HEC1_ENDOMETRIUM
ACH-001519,SIDM00535,907290.0,H-EMC-SS,Bone,Chondrosarcoma,Extraskeletal Myxoid Chondrosarcoma,HEMCSS_BONE
ACH-001525,SIDM00679,907068.0,HT-3,Cervix,Cervical Adenocarcinoma,Cervical Adenocarcinoma,HT3_CERVIX
ACH-001526,SIDM00599,907072.0,HuO9,Bone,Osteosarcoma,Osteosarcoma,HUO9_BONE
ACH-001528,SIDM00600,1240154.0,IHH-4,Thyroid,Well-Differentiated Thyroid Cancer,Papillary Thyroid Cancer,IHH4_THYROID
ACH-001529,SIDM01039,907175.0,JAR,Uterus,Gestational Trophoblastic Disease,Choriocarcinoma,JAR_PLACENTA
ACH-001530,SIDM01218,907176.0,JEG-3,Uterus,Gestational Trophoblastic Disease,Choriocarcinoma,JEG3_PLACENTA
ACH-001542,SIDM00604,1298215.0,KON,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,KON_UPPER_AERODIGESTIVE_TRACT
ACH-001543,SIDM00603,753570.0,KOSC-2,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,KOSC2CL343_UPPER_AERODIGESTIVE_TRACT
ACH-001544,SIDM00530,1503368.0,KYAE-1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,KYAE1_OESOPHAGUS
ACH-001549,SIDM00294,713899.0,Lu-135,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,LU135_LUNG
ACH-001578,SIDM00655,908441.0,NCCIT,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,NCCIT_TESTIS
ACH-001599,SIDM01126,688026.0,NCI-H64,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,NCIH64_LUNG
ACH-001603,SIDM00577,908447.0,NH-12,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NH12_AUTONOMIC_GANGLIA
ACH-001605,SIDM00574,908452.0,no.10,CNS/Brain,Diffuse Glioma,Glioblastoma,NO10_CENTRAL_NERVOUS_SYSTEM
ACH-001606,SIDM00573,908450.0,no.11,CNS/Brain,Diffuse Glioma,Glioblastoma,NO11_CENTRAL_NERVOUS_SYSTEM
ACH-001617,SIDM00459,1659819.0,OCI-LY7,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001625,SIDM00566,1298362.0,OSC-19,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OSC19_UPPER_AERODIGESTIVE_TRACT
ACH-001626,SIDM00565,1240196.0,OSC-20,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OSC20_UPPER_AERODIGESTIVE_TRACT
ACH-001630,SIDM00472,1480372.0,PEO1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,PEO1_OVARY
ACH-001638,SIDM00448,1330995.0,RC-K8,Lymphoid,Mature B-Cell Neoplasms,Germinal Center B-Cell Type,RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001639,SIDM00415,1331025.0,ROS-50,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001641,SIDM00350,1299050.0,SAT,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,SAT_UPPER_AERODIGESTIVE_TRACT
ACH-001642,SIDM00384,910930.0,SCC-3,Lymphoid,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001650,SIDM00394,1240212.0,SISO,Cervix,Cervical Adenocarcinoma,Cervical Adenocarcinoma,SISO_CERVIX
ACH-001653,SIDM00393,1503364.0,SK-GT-2,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,SKGT2_STOMACH
ACH-001654,SIDM00483,1503365.0,SK-GT-4,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,SKGT4_OESOPHAGUS
ACH-001655,SIDM00377,1240215.0,SKN,Uterus,Uterine Sarcoma/Mesenchymal,Uterine Leiomyosarcoma,SKN_ENDOMETRIUM
ACH-001674,SIDM00324,910780.0,TGW,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,TGW_AUTONOMIC_GANGLIA
ACH-001680,SIDM00424,909777.0,U-698-M,Lymphoid,Non-Hodgkin Lymphoma,Non-Hodgkin Lymphoma,U698M_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001702,SIDM01179,688121.0,VA-ES-BJ,Soft Tissue,Epithelioid Sarcoma,Epithelioid Sarcoma,VAESBJ_SOFT_TISSUE
ACH-001703,SIDM00416,1331048.0,VAL,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001704,SIDM00319,930301.0,VMRC-MELG,Skin,Melanoma,Melanoma,VMRCMELG_SKIN
ACH-001709,SIDM00412,909785.0,WSU-NHL,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001711,SIDM01132,683667.0,PFSK-1,CNS/Brain,Embryonal Tumor,Primitive Neuroectodermal Tumor,PFSK1_CENTRAL_NERVOUS_SYSTEM
ACH-001715,SIDM00930,906827.0,CAL-72,Bone,Osteosarcoma,Osteosarcoma,CAL72_BONE
ACH-001716,SIDM00544,906875.0,GOTO,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,GOTO_AUTONOMIC_GANGLIA
ACH-001738,SIDM00121,905952.0,CCRF-CEM,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Cell Acute Lymphoblastic Leukemia,CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001819,SIDM00332,,MFM-223,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,MFM223_BREAST
ACH-001820,SIDM00954,,COLO 824,Breast,"Breast Neoplasm, NOS","Breast Neoplasm, NOS",COLO824_BREAST
ACH-001861,SIDM00252,,TGBC1TKB,Biliary Tract,Intracholecystic Papillary Neoplasm,Gallbladder Cancer,TGBC1TKB_BILIARY_TRACT
ACH-001958,SIDM00245,,MS1,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,MS1_LUNG
ACH-002020,SIDM00381,,SKG-IIIa,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,SKGIIIA_CERVIX
ACH-002029,SIDM00351,,SAS,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,SAS_UPPER_AERODIGESTIVE_TRACT
ACH-002040,SIDM00291,,HMV-II,Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,HMVII_SKIN
ACH-002043,SIDM00489,,Ca9-22,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,CA922_UPPER_AERODIGESTIVE_TRACT
ACH-002045,SIDM00591,,HO-1-u-1,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,HO1U1_UPPER_AERODIGESTIVE_TRACT
ACH-002051,SIDM00296,,Lu-134-A,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,LU134A_LUNG
ACH-002052,SIDM00293,,Lu-139,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,LU139_LUNG
ACH-002058,SIDM00233,,ATN-1,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Cell Acute Lymphoblastic Leukemia,ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002059,SIDM00364,,P30/OHK,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002062,SIDM00374,,SLVL,Lymphoid,Mature B-Cell Neoplasms,Splenic Marginal Zone Lymphoma,SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002067,SIDM00242,,NOS-1,Bone,Osteosarcoma,Osteosarcoma,NOS1_BONE
ACH-002077,SIDM00292,,Lu-165,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,LU165_LUNG
ACH-002083,SIDM00244,,NB69,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NB69_AUTONOMIC_GANGLIA
ACH-002090,SIDM00191,753533.0,BB65-RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,BB65RCC_KIDNEY
ACH-002091,SIDM00935,924107.0,CAL-39,Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,CAL39_VULVA
ACH-002092,SIDM00051,1290767.0,CHSA0011,Bone,Chondrosarcoma,Chondrosarcoma,CHSA0011_BONE
ACH-002093,SIDM00050,1290768.0,CHSA0108,Bone,Chondrosarcoma,Chondrosarcoma,CHSA0108_BONE
ACH-002094,SIDM00176,1303912.0,CHSA8926,Bone,Chondrosarcoma,Chondrosarcoma,CHSA8926_BONE
ACH-002095,SIDM00510,1297438.0,COR-L303,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,CORL303_LUNG
ACH-002096,SIDM00175,753545.0,CP50-MEL-B,Skin,Melanoma,Melanoma,CP50MELB_SKIN
ACH-002097,SIDM00190,753546.0,CP66-MEL,Skin,Melanoma,Melanoma,CP66MEL_SKIN
ACH-002099,SIDM00199,1290795.0,CS1,Bone,Chondrosarcoma,Chondrosarcoma,CS1_BONE
ACH-002100,SIDM00281,906841.0,DJM-1,Skin,Cutaneous Squamous Cell Carcinoma,Cutaneous Squamous Cell Carcinoma,DJM1_SKIN
ACH-002101,SIDM00048,1503369.0,EMC-BAC-1,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,EMCBAC1_LUNG
ACH-002102,SIDM00047,1503370.0,EMC-BAC-2,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,EMCBAC2_LUNG
ACH-002103,SIDM00266,949158.0,ES1,Bone,Ewing Sarcoma,Ewing Sarcoma,ES1_BONE
ACH-002105,SIDM00264,949156.0,ES4,Bone,Ewing Sarcoma,Ewing Sarcoma,ES4_BONE
ACH-002106,SIDM00263,684057.0,ES5,Bone,Ewing Sarcoma,Ewing Sarcoma,ES5_BONE
ACH-002107,SIDM00262,949157.0,ES6,Bone,Ewing Sarcoma,Ewing Sarcoma,ES6_BONE
ACH-002108,SIDM00269,684059.0,ES7,Bone,Ewing Sarcoma,Ewing Sarcoma,ES7_BONE
ACH-002109,SIDM00261,949155.0,ES8,Bone,Ewing Sarcoma,Ewing Sarcoma,ES8_BONE
ACH-002110,SIDM00205,949163.0,EW-1,Bone,Ewing Sarcoma,Ewing Sarcoma,EW1_BONE
ACH-002111,SIDM00203,684062.0,EW-11,Bone,Ewing Sarcoma,Ewing Sarcoma,EW11_BONE
ACH-002112,SIDM00200,949162.0,EW-12,Bone,Ewing Sarcoma,Ewing Sarcoma,EW12_BONE
ACH-002113,SIDM00621,949166.0,EW-13,Bone,Ewing Sarcoma,Ewing Sarcoma,EW13_BONE
ACH-002114,SIDM00198,949165.0,EW-16,Bone,Ewing Sarcoma,Ewing Sarcoma,EW16_BONE
ACH-002115,SIDM00197,949164.0,EW-18,Bone,Ewing Sarcoma,Ewing Sarcoma,EW18_BONE
ACH-002116,SIDM00196,949167.0,EW-22,Bone,Ewing Sarcoma,Ewing Sarcoma,EW22_BONE
ACH-002117,SIDM00195,949168.0,EW-24,Bone,Ewing Sarcoma,Ewing Sarcoma,EW24_BONE
ACH-002118,SIDM00202,949161.0,EW-3,Bone,Ewing Sarcoma,Ewing Sarcoma,EW3_BONE
ACH-002119,SIDM00201,949160.0,EW-7,Bone,Ewing Sarcoma,Ewing Sarcoma,EW7_BONE
ACH-002120,SIDM00543,910932.0,GAK,Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,GAK_SKIN
ACH-002121,SIDM00129,1240130.0,G-MEL,Skin,Melanoma,Cutaneous Melanoma,GMEL_SKIN
ACH-002123,SIDM00104,1290808.0,H2369,Pleura,Pleural Mesothelioma,Pleural Mesothelioma,H2369_PLEURA
ACH-002124,SIDM00103,1290809.0,H2373,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Sarcomatoid Type",NCIH2373_PLEURA
ACH-002125,SIDM00102,1290810.0,H2461,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",NCIH2461_PLEURA
ACH-002126,SIDM00101,1240131.0,H2591,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",NCIH2591_PLEURA
ACH-002127,SIDM00100,1240132.0,H2595,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",NCIH2595_PLEURA
ACH-002128,SIDM00099,1290812.0,H2722,Pleura,Pleural Mesothelioma,Pleural Mesothelioma,NCIH2722_PLEURA
ACH-002129,SIDM00098,1240134.0,H2731,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Sarcomatoid Type",NCIH2731_PLEURA
ACH-002130,SIDM00154,1290813.0,H2795,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",NCIH2795_PLEURA
ACH-002131,SIDM00309,1240135.0,H2803,Pleura,Pleural Mesothelioma,Pleural Mesothelioma,NCIH2803_PLEURA
ACH-002132,SIDM00310,1240136.0,H2804,Pleura,Pleural Mesothelioma,Pleural Mesothelioma,NCIH2804_PLEURA
ACH-002133,SIDM00311,1240137.0,H2810,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",NCIH2810_PLEURA
ACH-002134,SIDM00520,1290814.0,H2818,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",NCIH2818_PLEURA
ACH-002135,SIDM00519,1240138.0,H2869,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",NCIH2869_PLEURA
ACH-002136,SIDM00518,1240139.0,H290,Pleura,Pleural Mesothelioma,Pleural Mesothelioma,H290_PLEURA
ACH-002138,SIDM00114,1240141.0,H513,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,H513_LUNG
ACH-002139,SIDM00188,753558.0,HA7-RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,HA7RCC_KIDNEY
ACH-002140,SIDM00968,1479988.0,Hey,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HEY_OVARY
ACH-002141,SIDM00045,1322224.0,HSC-39,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Signet Ring Cell Carcinoma of the Stomach,HSC39_STOMACH
ACH-002142,SIDM00584,909977.0,HuO-3N1,Bone,Osteosarcoma,Osteosarcoma,HUO3N1_BONE
ACH-002143,SIDM00225,907172.0,IST-MEL1,Skin,Melanoma,Melanoma,ISTMEL1_SKIN
ACH-002144,SIDM00223,753564.0,IST-SL1,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,ISTSL1_LUNG
ACH-002145,SIDM00230,753565.0,IST-SL2,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,ISTSL2_LUNG
ACH-002146,SIDM00304,1480358.0,JHOS-3,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,JHOS3_OVARY
ACH-002147,SIDM00126,1298160.0,K2,Skin,Melanoma,Melanoma,K2_SKIN
ACH-002148,SIDM00056,924238.0,K5,Thyroid,Well-Differentiated Thyroid Cancer,Papillary Thyroid Cancer,K5_THYROID
ACH-002149,SIDM00302,924186.0,KGN,Ovary/Fallopian Tube,Sex Cord Stromal Tumor,Granulosa Cell Tumor,KGN_OVARY
ACH-002150,SIDM00187,753577.0,LB1047-RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,LB1047RCC_KIDNEY
ACH-002151,SIDM00186,753578.0,LB2241-RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,LB2241RCC_KIDNEY
ACH-002152,SIDM00185,753579.0,LB2518-MEL,Skin,Melanoma,Melanoma,LB2518MEL_SKIN
ACH-002153,SIDM00184,753581.0,LB373-MEL-D,Skin,Melanoma,Melanoma,LB373MELD_SKIN
ACH-002154,SIDM00183,753582.0,LB647-SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,LB647SCLC_LUNG
ACH-002155,SIDM00180,753585.0,LB996-RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,LB996RCC_KIDNEY
ACH-002156,SIDM00300,1298223.0,LC-1-sq,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LC1SQ_LUNG
ACH-002157,SIDM00297,907786.0,LC-2-ad,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LC2AD_LUNG
ACH-002158,SIDM01219,907796.0,LU-99A,Lung,Non-Small Cell Lung Cancer,Giant Cell Carcinoma of the Lung,LU99A_LUNG
ACH-002159,SIDM00003,905975.0,M14,Skin,Melanoma,Melanoma,M14_SKIN
ACH-002160,SIDM01246,908118.0,MC-IXC,Bone,Ewing Sarcoma,Ewing Sarcoma,MCIXC_BONE
ACH-002161,SIDM00260,908139.0,MKN28,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,MKN28_STOMACH
ACH-002162,SIDM01242,925339.0,MMAC-SF,Skin,Melanoma,Melanoma,MMACSF_SKIN
ACH-002163,SIDM00562,908151.0,MRK-nu-1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,MRKNU1_BREAST
ACH-002164,SIDM00053,753595.0,MZ1-PC,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,MZ1PC_PANCREAS
ACH-002165,SIDM00179,971777.0,MZ2-MEL,Skin,Melanoma,Melanoma,MZ2MEL_SKIN
ACH-002166,SIDM00516,753596.0,MZ7-mel,Skin,Melanoma,Melanoma,MZ7MEL_SKIN
ACH-002167,SIDM00231,1509073.0,NCC010,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,NCC010_KIDNEY
ACH-002168,SIDM00232,1509074.0,NCC021,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,NCC021_KIDNEY
ACH-002170,SIDM00792,1298349.0,NCI-H1688,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,NCIH1688_LUNG
ACH-002171,SIDM00721,924241.0,NCI-H250,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,NCIH250_LUNG
ACH-002172,SIDM00117,905967.0,NCI-H322M,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NCIH322M_LUNG
ACH-002174,SIDM01120,687600.0,NCI-H720,Lung,Lung Neuroendocrine Tumor,Lung Carcinoid,NCIH720_LUNG
ACH-002175,SIDM01118,1331055.0,NCI-H740,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,NCIH740_LUNG
ACH-002177,SIDM01133,753607.0,NCI-H835,Lung,Lung Neuroendocrine Tumor,Lung Carcinoid,NCIH835_LUNG
ACH-002178,SIDM00569,910849.0,NY,Bone,Osteosarcoma,Osteosarcoma,NY_BONE
ACH-002179,SIDM00241,909256.0,OCUB-M,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,OCUBM_BREAST
ACH-002180,SIDM00240,949154.0,OMC-1,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,OMC1_CERVIX
ACH-002181,SIDM00967,1480364.0,OVCA420,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,OVCA420_OVARY
ACH-002182,SIDM00966,1480367.0,OVCA433,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,OVCA433_OVARY
ACH-002183,SIDM00465,1240200.0,OVMIU,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,OVMIU_OVARY
ACH-002184,SIDM00361,1240202.0,PC-3 [JPC-3],Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,PC3JPC3_LUNG
ACH-002186,SIDM00042,1298533.0,PL4,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PL4_PANCREAS
ACH-002187,SIDM00821,1524418.0,RCC-AB,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,RCCAB_KIDNEY
ACH-002188,SIDM00820,1524417.0,RCC-ER,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,RCCER_KIDNEY
ACH-002189,SIDM00819,1524414.0,RCC-FG2,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,RCCFG2_KIDNEY
ACH-002190,SIDM00818,1524415.0,RCC-JF,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,RCCJF_KIDNEY
ACH-002191,SIDM00817,1524416.0,RCC-JW,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,RCCJW_KIDNEY
ACH-002192,SIDM00816,1524419.0,RCC-MF,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,RCCMF_KIDNEY
ACH-002195,SIDM00086,905978.0,RXF393,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RXF393_KIDNEY
ACH-002196,SIDM00365,713885.0,SBC-1,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SBC1_LUNG
ACH-002197,SIDM00367,753610.0,SBC-3,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SBC3_LUNG
ACH-002198,SIDM00383,909711.0,SCH,Other,Extra Gonadal Germ Cell Tumor,Extra Gonadal Germ Cell Tumor,SCH_STOMACH
ACH-002199,SIDM00094,905979.0,SN12C,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,SN12C_KIDNEY
ACH-002200,SIDM01178,909758.0,SW962,Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,SW962_VULVA
ACH-002201,SIDM00234,946357.0,TC-YIK,Cervix,Small Cell Carcinoma of the Cervix,Small Cell Carcinoma of the Cervix,TCYIK_CERVIX
ACH-002202,SIDM00040,1299069.0,TMK-1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,TMK1_STOMACH
ACH-002204,SIDM01185,1503373.0,U-CH2,Bone,Chordoma,Chordoma,UCH2_BONE
ACH-002205,SIDM00976,1299078.0,WM1552C,Skin,Melanoma,Cutaneous Melanoma,WM1552C_SKIN
ACH-002206,SIDM00975,1240226.0,WM278,Skin,Melanoma,Melanoma,WM278_SKIN
ACH-002207,SIDM00974,1299080.0,WM35,Skin,Melanoma,Melanoma,WM35_SKIN
ACH-002208,SIDM01261,1303911.0,YMB-1-E,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,YMB1E_BREAST
ACH-002209,SIDM00211,910944.0,ALL-PO,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002210,SIDM00900,906765.0,ARH-77,Myeloid,Non-Cancerous,Immortalized Blood,ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002211,SIDM00287,910705.0,BALL-1,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002212,SIDM00172,753531.0,BB30-HNC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,BB30HNC_UPPER_AERODIGESTIVE_TRACT
ACH-002213,SIDM00174,753532.0,BB49-HNC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,BB49HNC_UPPER_AERODIGESTIVE_TRACT
ACH-002214,SIDM00896,910919.0,BC-1,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002215,SIDM00895,910918.0,BC-3,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,BC3_PLEURA
ACH-002216,SIDM01245,906763.0,BE-13,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Cell Acute Lymphoblastic Leukemia,BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002217,SIDM01229,753616.0,BE2-M17,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,BE2M17_AUTONOMIC_GANGLIA
ACH-002218,SIDM00917,910688.0,CESS,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002219,SIDM00842,910569.0,COLO-320-HSR,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COLO320HSR_LARGE_INTESTINE
ACH-002220,SIDM00952,906807.0,CRO-AP2,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002221,SIDM00283,949088.0,CTB-1,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002222,SIDM00951,753548.0,CTV-1,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Cell Acute Lymphoblastic Leukemia,CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002223,SIDM01021,946366.0,D-245MG,CNS/Brain,Diffuse Glioma,Glioblastoma,D245MG_CENTRAL_NERVOUS_SYSTEM
ACH-002224,SIDM00622,946367.0,D-247MG,CNS/Brain,Diffuse Glioma,Gliosarcoma,D247MG_CENTRAL_NERVOUS_SYSTEM
ACH-002225,SIDM00732,946368.0,D-263MG,CNS/Brain,Diffuse Glioma,Glioblastoma,D263MG_CENTRAL_NERVOUS_SYSTEM
ACH-002226,SIDM00620,946369.0,D-336MG,CNS/Brain,Diffuse Glioma,Gliosarcoma,D336MG_CENTRAL_NERVOUS_SYSTEM
